"TXN_CL_ID","TXN_CL_CD","TXN_CL_DESC","TXN_TP_CD","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
1005928,"309       ",GST,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006204,"420       ",TXN CODE : 1-420,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006289,"956       ",NEW NON-REDEEM GIC PURCHASE,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006266,"860       ",PRE-AUTHORIZED PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005824,"205       ",COMM. PAYROLL,P         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005926,"307       ",FEDERAL GOV'T,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006031,"412       ",RENT/LEASE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005849,"230       ",PENSION,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005954,"335       ",MTGE. INSURANCE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005981,"362       ",LOANS,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006198,"322       ",TXN CODE : 1-322,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005888,"269       ",INVESTMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005816,"150       ",MICR DEBIT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005985,"366       ",LOANS,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005905,"286       ",INTEREST,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006140,"905       ",ACCOUNT CLOSED,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005956,"337       ",INSURANCE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006194,"292       ",RETURNED CHEQUE,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005921,"302       ",DAIRY COMMISSION,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005990,"371       ",RES. MORTGAGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006135,"900       ",EDIT REJECT,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006231,"551       ",CORRECTION,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006110,"719       ",COMMERCIAL TELEPHONE BILL PMT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006058,"439       ",AUTO PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006120,"729       ",COMMERCIAL ACCOUNTS PAYABLE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006038,"419       ",RENT/LEASE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006222,"492       ",SAFETY DEPOSIT BOX RENTAL,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005872,"253       ",PR. REVERSAL,P         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006030,"411       ",RENT/LEASE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005886,"267       ",INVESTMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005992,"373       ",FARM MORTGAGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006225,"496       ",LOAN INTEREST,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006133,"895       ",PRE-AUTHORIZED CREDIT,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006114,"723       ",COMMERCIAL FUEL BILL PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006229,"501       ",OVERDRAFT PROTECTION FEE,O         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005861,"242       ",ANNUITY,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006236,"608       ",TXN CODE : 1-608,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006280,"934       ",NON-REDEEMABLE GIC INTEREST,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006125,"853       ",MORTGAGE INTEREST*,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006024,"405       ",APPLIANCE RENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006079,"604       ",PROV. FAMILY BEN.,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006315,"998       ",ERROR CORRECTION,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006039,"420       ",CASH MGMT.,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006076,"601       ",FAMILY SUPPORT PROGRAM,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006297,"976       ",TXN CODE : 1-976,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006106,"715       ",COMMERCIAL EQUIP. RENT/LEASE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006158,"990       ",INSTITUTION IN DEFAULT,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006226,"497       ",TXN CODE : 1-497,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005975,"356       ",INS. LOANS,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006311,"994       ",PAYROLL DEPOSIT,P         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006218,"478       ",TXN CODE : 1-478,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006310,"993       ",INTEREST,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005879,"260       ",INVESTMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006154,"919       ",AGAINST AGREEMENT,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006023,"404       ",AUTO LEASE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005884,"265       ",SPOUSAL RSP PLAN,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006136,"901       ",NSF,N         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005952,"333       ",PROP. INSURANCE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006060,"441       ",BILL PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005973,"354       ",HOME IMP. LOANS,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006065,"446       ",BILL PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005864,"245       ",ANNUITY,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006221,"490       ",CERTIFIED CHEQUE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005891,"272       ",RETIREMENT INCOME FUND,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006174,"182       ",ABM PASSBOOK UPDATE,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006082,"607       ",EMPLOYMENT ASSISTANCE,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006161,"110       ",DEPOSIT,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006012,"393       ",TAXES,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006151,"916       ",AGAINST AGREEMENT,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005994,"375       ",MORTGAGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006178,"190       ",WITHDRAWAL,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006214,"448       ",ERROR CORRECTION,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005978,"359       ",LOANS,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005949,"330       ",INSURANCE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006088,"613       ",PROVINCIAL STUDENT LOAN,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006022,"403       ",EQPT. LEASE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006285,"947       ",REDEEMABLE GIC PROCEEDS,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005972,"353       ",FARM IMP. LOANS,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005974,"355       ",TERM LOANS,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006000,"381       ",INCOME TAXES,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005948,"329       ",FEDERAL GOV'T,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006228,"499       ",TXN CODE : 1-499,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005959,"340       ",INSURANCE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006061,"442       ",BILL PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005835,"216       ",PAYROLL DEP.,P         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005893,"274       ",RDSP CONTRIBUTION,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006172,"178       ",REOPEN ACCOUNT,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005988,"369       ",LOANS,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006249,"699       ",TXN CODE : 1-699,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006163,"120       ",TRANSFER FROM,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005909,"290       ",INTEREST,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006020,"401       ",RES. RENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006197,"321       ",GOVERNMENT INTEREST,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005854,"235       ",PENSION,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005938,"319       ",PAD CCRA,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006119,"728       ",COMMERCIAL EXPENSE PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006213,"440       ",SERVICE CHARGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005868,"249       ",ANNUITY,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005825,"206       ",BONUS PAYROLL,P         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006138,"903       ",PAYMENT STOPPED/RECALLED,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005995,"376       ",MORTGAGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005915,"296       ",INTEREST,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005837,"218       ",PAYROLL DEP.,P         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006092,"701       ",COMMERCIAL INVESTMENTS,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005982,"363       ",LOANS,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006067,"448       ",BILL PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005957,"338       ",INSURANCE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006077,"602       ",HOUSING ALLOWANCE,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006209,"430       ",SERVICE CHARGE FOR,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006239,"653       ",ABM TFR FROM,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006167,"142       ",TXN CODE : 1-142,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005923,"304       ",FEDERAL GOV'T,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006199,"350       ",MUTUAL FUNDS PURCHASE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006059,"440       ",BILL PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006294,"971       ",TXN CODE : 1-971,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006212,"433       ",ORDER SETUP CHARGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006314,"997       ",CORRECTION,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006148,"913       ",OTHER,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006122,"850       ",MORTGAGE PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006254,"718       ",ERROR CORRECTION,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005857,"238       ",PENSION,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005953,"334       ",CAS. INSURANCE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006004,"385       ",PROPERTY TAXES,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005940,"321       ",CSB INTEREST,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006309,"992       ",DIVIDEND,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006179,"191       ",TXN CODE : 1-191,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006208,"424       ",TXN CODE : 1-424,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006223,"494       ",LOAN PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005929,"310       ",CPP,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005889,"270       ",INVESTMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006281,"935       ",NR GIC,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006155,"920       ",AGREEMENT REVOKED,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006246,"660       ",SHARED INT'L ABM FEE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006083,"608       ",AUTOMOBILE INSURANCE PLAN,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005991,"372       ",COMM. MORTGAGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006275,"897       ",TXN CODE : 1-897,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006128,"856       ",MORTGAGE RENEWAL FEE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005997,"378       ",MORTGAGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006001,"382       ",SALES TAXES,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006055,"436       ",UTILITY BILL,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006190,"208       ",ERROR CORRECTION,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005822,"203       ",OT. PAYROLL,P         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005924,"305       ",FEDERAL GOV'T,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005832,"213       ",PAYROLL DEP.,P         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005875,"256       ",DIVIDEND,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006018,"399       ",TAXES,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005844,"225       ",PAYROLL DEP.,P         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006304,"987       ",NEW REDEEMABLE GIC PURCHASE,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006274,"896       ",DEBIT REVERSAL,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006056,"437       ",INTERNET ACCESS PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006307,"990       ",DEPOSIT,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006149,"914       ",INCORRECT PAYOR/PAYEE NAME,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006095,"704       ",COMMERCIAL PROPERTY INSURANCE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006268,"890       ",TXN CODE : 1-890,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006305,"988       ",REM GIC,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006293,"963       ",TXN CODE : 1-963,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006188,"200       ",CHEQUE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006033,"414       ",RENT/LEASE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006118,"727       ",COMMERCIAL AUTO PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006302,"984       ",TXN CODE : 1-984,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006116,"725       ",COMMERCIAL INTERNET BILL PMT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006250,"700       ",TXN CODE : 1-700,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005882,"263       ",INVESTMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005950,"331       ",LIFE INSURANCE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006042,"423       ",CASH MGMT.,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006074,"480       ",DONATIONS,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006258,"738       ",ERROR CORRECTION,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005850,"231       ",FED. PENSION,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006152,"917       ",AGREEMENT REVOKED,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006175,"183       ",ABM BILL PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006264,"795       ",NON-RESIDENT TAX,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006277,"899       ",TXN CODE : 1-899,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005871,"252       ",PREF. DIVIDEND,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006112,"721       ",COMMERCIAL HYDRO BILL PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005910,"291       ",INTEREST,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006192,"221       ",TXN CODE : 1-221,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006008,"389       ",TAXES,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006291,"960       ",DELIVERY OF SECURITIES,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005955,"336       ",HEALTH/DENTAL CLAIM INS,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006202,"395       ",MORTGAGE PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006150,"915       ",NO AGREEMENT EXISTS,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006130,"880       ",SERVICE CHARGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006123,"851       ",MORTGAGE PAYMENT*,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005819,"200       ",PAYROLL DEP.,P         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006176,"185       ",TXN CODE : 1-185,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005833,"214       ",PAYROLL DEP.,P         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006201,"393       ",TXN CODE : 1-393,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005917,"298       ",INTEREST,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005941,"322       ",EXTERNAL AFFAIRS,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006046,"427       ",CASH MGMT.,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005993,"374       ",MORTGAGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006134,"898       ",ERROR CORRECTION,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006224,"495       ",LOAN PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006233,"592       ",NSF CHEQUE CHARGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006299,"981       ",TXN CODE : 1-981,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005999,"380       ",TAXES,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006053,"434       ",CABLE BILL,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006157,"922       ",CUST INITIATED RETURN,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006255,"720       ",POS PURCHASE CORRECTION,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006010,"391       ",TAXES,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005977,"358       ",LOANS,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006100,"709       ",COMMERCIAL TAXES,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006243,"657       ",SHARED ABM TO,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005936,"317       ",TAX REFUND,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005873,"254       ",DIVIDEND,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006303,"985       ",BALANCE FORWARD,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006211,"432       ",ACCEPTANCE/DELIVERY FEE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005925,"306       ",FEDERAL GOV'T,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006206,"422       ",BANK CONFIRMATION CHARGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005838,"219       ",PAYROLL DEP.,P         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006085,"610       ",OFFENCES AND FINES,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006173,"181       ",ABM INVESTMENT PROFILE,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006265,"796       ",CORRECTION,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006064,"445       ",BILL PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006191,"220       ",TRANSFER FROM,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005932,"313       ",VAC,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005840,"221       ",PAYROLL DEP.,P         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006165,"138       ",ERROR CORRECTION,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006005,"386       ",WATER TAXES,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005962,"343       ",INSURANCE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005883,"264       ",INVESTMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006126,"854       ",MORTGAGE STANDBY FEE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006247,"661       ",SHARED ABM FEE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005860,"241       ",ANNUITY,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006051,"432       ",GASOLINE BILL,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005919,"300       ",FEDERAL PAYMENT,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006232,"552       ",BILL PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006102,"711       ",COMMERCIAL SALES TAXES,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005945,"326       ",FEDERAL GOV'T,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006227,"498       ",ERROR CORRECTION,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006284,"946       ",REDEEMABLE GIC INTEREST,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005916,"297       ",INTEREST,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006200,"392       ",SAFE KEEPING CHARGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006108,"717       ",COMMERCIAL CASH MANAGEMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006047,"428       ",CASH MGMT.,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006242,"656       ",SHARED ABM FROM,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005846,"227       ",PAYROLL DEP.,P         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006180,"192       ",SERVICE CHARGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006052,"433       ",HYDRO BILL,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006308,"991       ",MAIL DEPOSIT,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006009,"390       ",TAXES,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005897,"278       ",INVESTMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006131,"892       ",PRE-AUTHORIZED DEBIT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005855,"236       ",PENSION,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006168,"150       ",WITHDRAWAL,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006205,"421       ",TXN CODE : 1-421,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006146,"911       ",ACCOUNT FROZEN,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
